,Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Data Science,Troubleshooting skills,Graphics Designing,Role
7943,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0
7944,3,3,3,3,3,3,3,3,3,4,3,3,6,3,3,0
7945,3,3,3,3,3,3,3,3,3,5,3,3,6,3,3,0
7946,3,3,3,3,3,3,3,3,3,1,3,3,6,3,3,0
7947,3,3,3,3,3,3,3,3,3,0,3,3,6,3,3,0
7948,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
7949,3,3,3,3,3,3,3,3,3,2,3,3,6,3,3,0
7950,2,2,2,2,2,2,2,2,2,4,2,2,6,2,2,0
7951,2,2,2,2,2,2,2,2,2,5,2,2,6,2,2,0
7952,2,2,2,2,2,2,2,2,2,1,2,2,6,2,2,0
7953,2,2,2,2,2,2,2,2,2,0,2,2,6,2,2,0
7954,2,2,2,2,2,2,2,2,2,3,2,2,6,2,2,0
7955,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
7956,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
7957,4,4,4,4,4,4,4,4,4,4,5,4,6,4,4,0
7958,4,4,4,4,4,4,4,4,4,4,1,4,6,4,4,0
7959,4,4,4,4,4,4,4,4,4,4,0,4,6,4,4,0
7960,4,4,4,4,4,4,4,4,4,4,3,4,6,4,4,0
7961,4,4,4,4,4,4,4,4,4,4,2,4,6,4,4,0
7962,5,5,5,5,5,5,5,5,5,5,4,5,6,5,5,0
7963,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
7964,5,5,5,5,5,5,5,5,5,5,1,5,6,5,5,0
7965,5,5,5,5,5,5,5,5,5,5,0,5,6,5,5,0
7966,5,5,5,5,5,5,5,5,5,5,3,5,6,5,5,0
7967,5,5,5,5,5,5,5,5,5,5,2,5,6,5,5,0
7968,1,1,1,1,1,1,1,1,1,1,4,1,6,1,1,0
7969,1,1,1,1,1,1,1,1,1,1,5,1,6,1,1,0
7970,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
7971,1,1,1,1,1,1,1,1,1,1,0,1,6,1,1,0
7972,1,1,1,1,1,1,1,1,1,1,3,1,6,1,1,0
7973,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,0
7974,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0
7975,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0
7976,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0
7977,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
7978,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0
7979,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0
7980,3,3,3,3,3,3,3,3,3,3,4,3,6,3,3,0
7981,3,3,3,3,3,3,3,3,3,3,5,3,6,3,3,0
7982,3,3,3,3,3,3,3,3,3,3,1,3,6,3,3,0
7983,3,3,3,3,3,3,3,3,3,3,0,3,6,3,3,0
7984,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
7985,3,3,3,3,3,3,3,3,3,3,2,3,6,3,3,0
7986,2,2,2,2,2,2,2,2,2,2,4,2,6,2,2,0
7987,2,2,2,2,2,2,2,2,2,2,5,2,6,2,2,0
7988,2,2,2,2,2,2,2,2,2,2,1,2,6,2,2,0
7989,2,2,2,2,2,2,2,2,2,2,0,2,6,2,2,0
7990,2,2,2,2,2,2,2,2,2,2,3,2,6,2,2,0
7991,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
7992,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
7993,4,4,4,4,4,4,4,4,4,4,4,5,6,4,4,0
7994,4,4,4,4,4,4,4,4,4,4,4,1,6,4,4,0
7995,4,4,4,4,4,4,4,4,4,4,4,0,6,4,4,0
7996,4,4,4,4,4,4,4,4,4,4,4,3,6,4,4,0
7997,4,4,4,4,4,4,4,4,4,4,4,2,6,4,4,0
7998,5,5,5,5,5,5,5,5,5,5,5,4,6,5,5,0
7999,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8000,5,5,5,5,5,5,5,5,5,5,5,1,6,5,5,0
8001,5,5,5,5,5,5,5,5,5,5,5,0,6,5,5,0
8002,5,5,5,5,5,5,5,5,5,5,5,3,6,5,5,0
8003,5,5,5,5,5,5,5,5,5,5,5,2,6,5,5,0
8004,1,1,1,1,1,1,1,1,1,1,1,4,6,1,1,0
8005,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,0
8006,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8007,1,1,1,1,1,1,1,1,1,1,1,0,6,1,1,0
8008,1,1,1,1,1,1,1,1,1,1,1,3,6,1,1,0
8009,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,0
8010,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0
8011,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0
8012,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
8013,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8014,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0
8015,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0
8016,3,3,3,3,3,3,3,3,3,3,3,4,6,3,3,0
8017,3,3,3,3,3,3,3,3,3,3,3,5,6,3,3,0
8018,3,3,3,3,3,3,3,3,3,3,3,1,6,3,3,0
8019,3,3,3,3,3,3,3,3,3,3,3,0,6,3,3,0
8020,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8021,3,3,3,3,3,3,3,3,3,3,3,2,6,3,3,0
8022,2,2,2,2,2,2,2,2,2,2,2,4,6,2,2,0
8023,2,2,2,2,2,2,2,2,2,2,2,5,6,2,2,0
8024,2,2,2,2,2,2,2,2,2,2,2,1,6,2,2,0
8025,2,2,2,2,2,2,2,2,2,2,2,0,6,2,2,0
8026,2,2,2,2,2,2,2,2,2,2,2,3,6,2,2,0
8027,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8028,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8029,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8030,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8031,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8032,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8033,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8034,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8035,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8036,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8037,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8038,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8039,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8040,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8041,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8042,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8043,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8044,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8045,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8046,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8047,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8048,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8049,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8050,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8051,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8052,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8053,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8054,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8055,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8056,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8057,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8058,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8059,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8060,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8061,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8062,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8063,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8064,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8065,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8066,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8067,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8068,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8069,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,0
8070,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8071,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8072,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8073,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8074,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8075,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,0
8076,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8077,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8078,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8079,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8080,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8081,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0
8082,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8083,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8084,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8085,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8086,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8087,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
8088,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8089,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8090,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8091,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8092,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8093,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,0
8094,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8095,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8096,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8097,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8098,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8099,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,0
8100,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8101,5,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8102,1,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8103,0,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8104,3,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8105,2,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8106,4,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8107,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8108,1,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8109,0,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8110,3,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8111,2,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8112,4,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8113,5,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8114,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8115,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8116,3,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8117,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8118,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8119,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8120,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8121,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8122,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8123,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8124,4,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8125,5,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8126,1,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8127,0,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8128,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8129,2,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8130,4,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8131,5,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8132,1,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8133,0,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8134,3,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8135,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8136,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8137,4,5,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8138,4,1,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8139,4,0,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8140,4,3,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8141,4,2,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8142,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8143,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8144,5,1,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8145,5,0,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8146,5,3,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8147,5,2,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8148,1,4,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8149,1,5,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8150,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8151,1,0,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8152,1,3,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8153,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8154,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8155,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8156,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8157,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8158,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8159,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8160,3,4,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8161,3,5,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8162,3,1,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8163,3,0,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8164,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8165,3,2,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8166,2,4,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8167,2,5,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8168,2,1,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8169,2,0,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8170,2,3,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8171,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8172,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8173,4,4,5,4,4,4,4,4,4,4,4,4,4,6,4,9
8174,4,4,1,4,4,4,4,4,4,4,4,4,4,6,4,9
8175,4,4,0,4,4,4,4,4,4,4,4,4,4,6,4,9
8176,4,4,3,4,4,4,4,4,4,4,4,4,4,6,4,9
8177,4,4,2,4,4,4,4,4,4,4,4,4,4,6,4,9
8178,5,5,4,5,5,5,5,5,5,5,5,5,5,6,5,9
8179,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8180,5,5,1,5,5,5,5,5,5,5,5,5,5,6,5,9
8181,5,5,0,5,5,5,5,5,5,5,5,5,5,6,5,9
8182,5,5,3,5,5,5,5,5,5,5,5,5,5,6,5,9
8183,5,5,2,5,5,5,5,5,5,5,5,5,5,6,5,9
8184,1,1,4,1,1,1,1,1,1,1,1,1,1,6,1,9
8185,1,1,5,1,1,1,1,1,1,1,1,1,1,6,1,9
8186,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8187,1,1,0,1,1,1,1,1,1,1,1,1,1,6,1,9
8188,1,1,3,1,1,1,1,1,1,1,1,1,1,6,1,9
8189,1,1,2,1,1,1,1,1,1,1,1,1,1,6,1,9
8190,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,9
8191,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,9
8192,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,9
8193,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8194,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,9
8195,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,9
8196,3,3,4,3,3,3,3,3,3,3,3,3,3,6,3,9
8197,3,3,5,3,3,3,3,3,3,3,3,3,3,6,3,9
8198,3,3,1,3,3,3,3,3,3,3,3,3,3,6,3,9
8199,3,3,0,3,3,3,3,3,3,3,3,3,3,6,3,9
8200,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8201,3,3,2,3,3,3,3,3,3,3,3,3,3,6,3,9
8202,2,2,4,2,2,2,2,2,2,2,2,2,2,6,2,9
8203,2,2,5,2,2,2,2,2,2,2,2,2,2,6,2,9
8204,2,2,1,2,2,2,2,2,2,2,2,2,2,6,2,9
8205,2,2,0,2,2,2,2,2,2,2,2,2,2,6,2,9
8206,2,2,3,2,2,2,2,2,2,2,2,2,2,6,2,9
8207,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8208,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8209,4,4,4,5,4,4,4,4,4,4,4,4,4,6,4,9
8210,4,4,4,1,4,4,4,4,4,4,4,4,4,6,4,9
8211,4,4,4,0,4,4,4,4,4,4,4,4,4,6,4,9
8212,4,4,4,3,4,4,4,4,4,4,4,4,4,6,4,9
8213,4,4,4,2,4,4,4,4,4,4,4,4,4,6,4,9
8214,5,5,5,4,5,5,5,5,5,5,5,5,5,6,5,9
8215,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8216,5,5,5,1,5,5,5,5,5,5,5,5,5,6,5,9
8217,5,5,5,0,5,5,5,5,5,5,5,5,5,6,5,9
8218,5,5,5,3,5,5,5,5,5,5,5,5,5,6,5,9
8219,5,5,5,2,5,5,5,5,5,5,5,5,5,6,5,9
8220,1,1,1,4,1,1,1,1,1,1,1,1,1,6,1,9
8221,1,1,1,5,1,1,1,1,1,1,1,1,1,6,1,9
8222,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8223,1,1,1,0,1,1,1,1,1,1,1,1,1,6,1,9
8224,1,1,1,3,1,1,1,1,1,1,1,1,1,6,1,9
8225,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,9
8226,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,9
8227,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,9
8228,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,9
8229,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8230,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,9
8231,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,9
8232,3,3,3,4,3,3,3,3,3,3,3,3,3,6,3,9
8233,3,3,3,5,3,3,3,3,3,3,3,3,3,6,3,9
8234,3,3,3,1,3,3,3,3,3,3,3,3,3,6,3,9
8235,3,3,3,0,3,3,3,3,3,3,3,3,3,6,3,9
8236,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8237,3,3,3,2,3,3,3,3,3,3,3,3,3,6,3,9
8238,2,2,2,4,2,2,2,2,2,2,2,2,2,6,2,9
8239,2,2,2,5,2,2,2,2,2,2,2,2,2,6,2,9
8240,2,2,2,1,2,2,2,2,2,2,2,2,2,6,2,9
8241,2,2,2,0,2,2,2,2,2,2,2,2,2,6,2,9
8242,2,2,2,3,2,2,2,2,2,2,2,2,2,6,2,9
8243,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8244,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8245,4,4,4,4,5,4,4,4,4,4,4,4,4,6,4,9
8246,4,4,4,4,1,4,4,4,4,4,4,4,4,6,4,9
8247,4,4,4,4,0,4,4,4,4,4,4,4,4,6,4,9
8248,4,4,4,4,3,4,4,4,4,4,4,4,4,6,4,9
8249,4,4,4,4,2,4,4,4,4,4,4,4,4,6,4,9
8250,5,5,5,5,4,5,5,5,5,5,5,5,5,6,5,9
8251,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8252,5,5,5,5,1,5,5,5,5,5,5,5,5,6,5,9
8253,5,5,5,5,0,5,5,5,5,5,5,5,5,6,5,9
8254,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,9
8255,5,5,5,5,2,5,5,5,5,5,5,5,5,6,5,9
8256,1,1,1,1,4,1,1,1,1,1,1,1,1,6,1,9
8257,1,1,1,1,5,1,1,1,1,1,1,1,1,6,1,9
8258,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8259,1,1,1,1,0,1,1,1,1,1,1,1,1,6,1,9
8260,1,1,1,1,3,1,1,1,1,1,1,1,1,6,1,9
8261,1,1,1,1,2,1,1,1,1,1,1,1,1,6,1,9
8262,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,9
8263,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,9
8264,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,9
8265,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8266,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,9
8267,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,9
8268,3,3,3,3,4,3,3,3,3,3,3,3,3,6,3,9
8269,3,3,3,3,5,3,3,3,3,3,3,3,3,6,3,9
8270,3,3,3,3,1,3,3,3,3,3,3,3,3,6,3,9
8271,3,3,3,3,0,3,3,3,3,3,3,3,3,6,3,9
8272,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8273,3,3,3,3,2,3,3,3,3,3,3,3,3,6,3,9
8274,2,2,2,2,4,2,2,2,2,2,2,2,2,6,2,9
8275,2,2,2,2,5,2,2,2,2,2,2,2,2,6,2,9
8276,2,2,2,2,1,2,2,2,2,2,2,2,2,6,2,9
8277,2,2,2,2,0,2,2,2,2,2,2,2,2,6,2,9
8278,2,2,2,2,3,2,2,2,2,2,2,2,2,6,2,9
8279,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8280,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8281,4,4,4,4,4,5,4,4,4,4,4,4,4,6,4,9
8282,4,4,4,4,4,1,4,4,4,4,4,4,4,6,4,9
8283,4,4,4,4,4,0,4,4,4,4,4,4,4,6,4,9
8284,4,4,4,4,4,3,4,4,4,4,4,4,4,6,4,9
8285,4,4,4,4,4,2,4,4,4,4,4,4,4,6,4,9
8286,5,5,5,5,5,4,5,5,5,5,5,5,5,6,5,9
8287,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8288,5,5,5,5,5,1,5,5,5,5,5,5,5,6,5,9
8289,5,5,5,5,5,0,5,5,5,5,5,5,5,6,5,9
8290,5,5,5,5,5,3,5,5,5,5,5,5,5,6,5,9
8291,5,5,5,5,5,2,5,5,5,5,5,5,5,6,5,9
8292,1,1,1,1,1,4,1,1,1,1,1,1,1,6,1,9
8293,1,1,1,1,1,5,1,1,1,1,1,1,1,6,1,9
8294,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8295,1,1,1,1,1,0,1,1,1,1,1,1,1,6,1,9
8296,1,1,1,1,1,3,1,1,1,1,1,1,1,6,1,9
8297,1,1,1,1,1,2,1,1,1,1,1,1,1,6,1,9
8298,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,9
8299,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,9
8300,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,9
8301,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8302,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,9
8303,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,9
8304,3,3,3,3,3,4,3,3,3,3,3,3,3,6,3,9
8305,3,3,3,3,3,5,3,3,3,3,3,3,3,6,3,9
8306,3,3,3,3,3,1,3,3,3,3,3,3,3,6,3,9
8307,3,3,3,3,3,0,3,3,3,3,3,3,3,6,3,9
8308,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9
8309,3,3,3,3,3,2,3,3,3,3,3,3,3,6,3,9
8310,2,2,2,2,2,4,2,2,2,2,2,2,2,6,2,9
8311,2,2,2,2,2,5,2,2,2,2,2,2,2,6,2,9
8312,2,2,2,2,2,1,2,2,2,2,2,2,2,6,2,9
8313,2,2,2,2,2,0,2,2,2,2,2,2,2,6,2,9
8314,2,2,2,2,2,3,2,2,2,2,2,2,2,6,2,9
8315,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,9
8316,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,9
8317,4,4,4,4,4,4,5,4,4,4,4,4,4,6,4,9
8318,4,4,4,4,4,4,1,4,4,4,4,4,4,6,4,9
8319,4,4,4,4,4,4,0,4,4,4,4,4,4,6,4,9
8320,4,4,4,4,4,4,3,4,4,4,4,4,4,6,4,9
8321,4,4,4,4,4,4,2,4,4,4,4,4,4,6,4,9
8322,5,5,5,5,5,5,4,5,5,5,5,5,5,6,5,9
8323,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,9
8324,5,5,5,5,5,5,1,5,5,5,5,5,5,6,5,9
8325,5,5,5,5,5,5,0,5,5,5,5,5,5,6,5,9
8326,5,5,5,5,5,5,3,5,5,5,5,5,5,6,5,9
8327,5,5,5,5,5,5,2,5,5,5,5,5,5,6,5,9
8328,1,1,1,1,1,1,4,1,1,1,1,1,1,6,1,9
8329,1,1,1,1,1,1,5,1,1,1,1,1,1,6,1,9
8330,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,9
8331,1,1,1,1,1,1,0,1,1,1,1,1,1,6,1,9
8332,1,1,1,1,1,1,3,1,1,1,1,1,1,6,1,9
8333,1,1,1,1,1,1,2,1,1,1,1,1,1,6,1,9
8334,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,9
8335,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,9
8336,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,9
8337,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
8338,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,9
